,link,name,type,price,address,built_up,land_area,bedrooms,bathrooms,monthly_installment,land_title,tenure,price_per_sqft,maintenance_fee,furnishing,state
1059,/new-property/property/bukit-jalil/lbs-residensi-bintang-bukit-jalil/new-5605/,LBS Residensi Bintang Bukit Jalil,Condominium  ,0,"Bukit Jalil, Kuala Lumpur ", From 805 - 1209 sq. ft., -,2 - 4,2," 2,492 ",Residential,-,Contact for price,-,-, Kuala Lumpur
1060,/property/mont-kiara/seni-mont-kiara/sale-7750995/,"Seni Mont Kiara, Mont Kiara",Condominium  , 3100000,"Jalan Changkat Duta Kiara, Mont Kiara, 50480, Kuala Lumpur ", 3541 sq. ft., -,4+1,5," 13,971 ",-,-,-,-,Fully Furnished, Kuala Lumpur
1061,/property/skudai/sale-8497553/,"Bandar Baru Kangkar Pulai Skudai Pulai, Skudai",1-sty Terrace/Link House | Intermediate  , 333000,"Bandar Baru Kangkar Pulai Skudai Pulai, 81300, Johor ", 1540 sq. ft., 1540 ,4,2," 1,501 ",Residential,Leasehold,-,-,Partly Furnished, Johor
1062,/new-property/property/puchong/sky-condominium/new-5840/,Sky Condominium,Condominium  ,0,"Bandar Puchong Jaya, Puchong, Selangor ", From 1173 - 1658 sq. ft., 23 acres ,3,2 - 4," 3,816 ",Residential,-,Contact for price,-,-, Selangor
1063,/property/kl-sentral/suasana-sentral-loft/sale-7469709/,"Suasana Sentral Loft, KL Sentral",Condominium | Corner  , 1280888,"9, Jalan Stesen Sentral 5, KL Sentral, 50450, Kuala Lumpur ", 1432 sq. ft., -,2+1,3," 5,773 ",Residential,Freehold,-,-,Fully Furnished, Kuala Lumpur
1064,/property/johor-bahru/the-astaka-1-bukit-senyum/sale-8422312/,"The Astaka @ 1 Bukit Senyum, Johor Bahru",Condominium | EndLot  , 2920000,"1 Bukit Senyum, Jalan Terbau, 80200, Johor ", 2207 sq. ft., -,4,4," 13,160 ",-,Freehold,RM 1323,-,Partly Furnished, Johor
1065,/property/subang-heights/sale-7768375/,"Subang Jaya, Subang Heights",Bungalow Land | Intermediate  ,0,"Jalan SHB , Jalan SHT, Subang Jaya, 47500, Selangor ", -, -,0,0, 0 ,Residential,Freehold,RM 220,-,Unknown, Selangor
1066,/new-property/property/puchong-south/n-dira-townhouse/new-5868/,N'Dira Townhouse,Townhouse  ,0,"16 Sierra, Puchong South, Selangor ", From 2099 - 3800 sq. ft., 19.5 acres ,3,3 - 4," 3,268 ",Residential,-,Contact for price,-,-, Selangor
1067,/property/johor-bahru/sale-7584502/,"GARDEN VILLA@ TMN BUKIT INDAH, Johor Bahru",Cluster House | Intermediate  , 968000,"GARDEN VILLA@ TMN BUKIT INDAH, 81200, Johor ", 2457 sq. ft., 2240 ,4,3," 4,363 ",Residential,Freehold,-,-,Partly Furnished, Johor
1068,/property/klcc/star-residences-one/sale-8497520/,"Star Residences One, KLCC",Serviced Residence  , 1300000,"Jalan Yap Kwan Seng, KLCC, Kuala Lumpur ", 797 sq. ft., -,1+1,2," 5,859 ",-,Freehold,-,-,Fully Furnished, Kuala Lumpur
1069,/property/iskandar-puteri-nusajaya/sale-7088904/,"Ledang Height, Iskandar Puteri (Nusajaya)",Bungalow | Corner  , 2680000,"Ledang Height, 79100, Johor ", 5860 sq. ft., 15568 ,5+1,5," 12,078 ",Residential,Freehold,-,-,Partly Furnished, Johor
1070,/new-property/property/kajang/palmyra-residence/new-5851/,Palmyra Residence,Serviced Residence  ,0,"Bandar Puteri Bangi, Kajang, Selangor ", From 893 - 1066 sq. ft., -,2 - 3,2," 1,807 ",Commercial,-,Contact for price,-,-, Selangor
1071,/property/wangsa-maju/quinn-residence/sale-8361284/,"Quinn Residence, Taman Wangsa Maju, Wangsa Maju",Condominium  , 444800,"Jalan Wangsa Perdana 1, Taman Wangsa Maju, 53300, Kuala Lumpur ", 690 sq. ft., -,3,2," 2,005 ",Commercial,Leasehold,-,-,Partly Furnished, Kuala Lumpur
1072,/property/kl-sentral/suasana-sentral-loft/sale-6688103/,"Suasana Sentral Loft, KL Sentral",Condominium | Corner  , 1358888,"9, Jalan Stesen Sentral 5, KL Sentral, 50450, Kuala Lumpur ", 1532 sq. ft., -,3+1,3," 6,124 ",-,Freehold,-,-,Fully Furnished, Kuala Lumpur
1073,/property/setapak/kl-traders-square/sale-7708516/,"KL Traders Square, Setapak",Serviced Residence  , 410000,"Jalan Gombak Batu 4, Setapak, 53000, Kuala Lumpur ", 940 sq. ft., -,3+1,2," 1,848 ",-,Freehold,-,-,-, Kuala Lumpur
1074,/property/klcc/star-residences-one/sale-8497508/,"Star Residences One, KLCC",Serviced Residence  , 1250000,"Jalan Yap Kwan Seng, KLCC, Kuala Lumpur ", 711 sq. ft., -,1,1," 5,634 ",-,Freehold,-,-,Fully Furnished, Kuala Lumpur
1075,/property/kl-city/agile-bukit-bintang/sale-6669122/,"Agile Bukit Bintang, Bukit Bintang, KL City",Serviced Residence | Intermediate  , 1400000,"Jalan Bukit Bintang, Bukit Bintang, 55100, Kuala Lumpur ", 895 sq. ft., -,2,2," 6,310 ",Commercial,Freehold,-,-,Partly Furnished, Kuala Lumpur
1076,/property/rawang/sale-6807538/,"Rawang M residence 2 Caspia, Rawang",Semi-detached House | Intermediate  , 580000,"jalan MR 2/9, Rawang M residence 2 Caspia, 48000, Selangor ", 2193 sq. ft., 32x65 ,4,3," 2,614 ",Residential,Leasehold,-,-,Unfurnished, Selangor
1077,/property/rawang/sale-4654551/,"Rawang M residence, Rawang",2-sty Terrace/Link House | Intermediate  , 390000,"Jalan MR 1/15, Rawang M residence, 48000, Selangor ", 1650 sq. ft., 18x70 ,4,3," 1,758 ",Residential,Freehold,-,-,Unfurnished, Selangor
1078,/property/johor-bahru/sale-8472872/,"Taman Desa jaya Eshan Jaya Johor jaya , Johor Bahru",2-sty Terrace/Link House | Intermediate  , 398000,"jalan Lembah X, Taman Desa jaya Eshan Jaya Johor jaya , 81100, Johor ", -, 1540 ,7,3," 1,794 ",Residential,Freehold,RM 258.44,-,Unknown, Johor
1079,/property/bandar-sungai-long/sale-8269756/,"SL7, Bandar Sungai Long, Bandar Sungai Long",2-sty Terrace/Link House | Intermediate  , 570000,"Jalan SL7, SL7, Bandar Sungai Long, 43000, Selangor ", -, 20x58 ,4,3," 2,569 ",Residential,Freehold,-,-,Partly Furnished, Selangor
1080,/property/bandar-sungai-long/sale-8269756/,"SL7, Bandar Sungai Long, Bandar Sungai Long",2-sty Terrace/Link House | Intermediate  , 570000,"Jalan SL7, SL7, Bandar Sungai Long, 43000, Selangor ", -, 20x58 ,4,3," 2,569 ",Residential,Freehold,-,-,Partly Furnished, Selangor
1081,/property/bandar-sungai-long/sale-7893161/,"SL4, Bandar Sungai Long",2-sty Terrace/Link House | Corner  , 1250000,"Jalan SL4, SL4, 43000, Selangor ", -, 40x75 ,4,5," 5,634 ",Residential,Freehold,-,-,Partly Furnished, Selangor
1082,/property/pantai/cubic-botanical/sale-8440695/,"Cubic Botanical, Pantai",Serviced Residence  , 380000,"Jalan 2/112c, Pantai, 59200, Kuala Lumpur ", 518 sq. ft., -,2,1," 1,713 ",-,Freehold,-,-,Partly Furnished, Kuala Lumpur
1083,/new-property/property/puchong/park-villa/new-5858/,Park Villa,Condominium  ,0,"Bandar Puchong Jaya, Puchong, Selangor ", From 1238 - 1324 sq. ft., 4.2 acres ,3,3," 3,182 ",Residential,-,Contact for price,-,-, Selangor
1084,/property/puchong/saville-dlake/sale-8204538/,"Saville D'lake, Puchong",Serviced Residence  , 329000,"Jalan Ptp 1/1, Puchong, 47120, Selangor ", 645 sq. ft., -,Studio,1," 1,483 ",-,-,-,-,-, Selangor
1085,/property/kajang/nexus/sale-8140238/,"Nexus, Kajang",Serviced Residence | Corner  , 288000,"Jalan Bukit, Kajang, 43000, Selangor ", 800 sq. ft., -,3,2," 1,298 ",Residential,Freehold,-,-,Unknown, Selangor
1086,/new-property/property/puchong/pavilion-service-residence/new-5859/,Pavilion Service Residence,Serviced Residence  ,0,"Bandar Puteri Puchong, Puchong, Selangor ", From 990 - 1259 sq. ft., 5 acres ,3 - 4,2," 3,168 ",Residential,-,Contact for price,-,-, Selangor
1087,/property/kajang/mkh-boulevard-ii/sale-7640722/,"Mkh Boulevard II, Kajang",Serviced Residence | Intermediate  , 250000,"Jalan Reko, Kajang, 43000, Selangor ", 550 sq. ft., -,1,2," 1,127 ",Residential,Freehold,-,-,Unfurnished, Selangor
1088,/property/taman-tun-dr-ismail/the-plaza-condominium-ttdi/sale-7860725/,"The Plaza Condominium @ TTDI, Taman Tun Dr Ismail",Condominium | Intermediate  , 1390000,"Jalan Wan Kadir 3, Taman Tun Dr Ismail, 60000, Kuala Lumpur ", 1894 sq. ft., -,4,4," 6,265 ",Residential,Freehold,-,-,Fully Furnished, Kuala Lumpur
1089,/property/petaling-jaya/pj-8/sale-7814470/,"Pj 8, Petaling Jaya",Serviced Residence | Corner  , 900000,"Jalan Barat, Petaling Jaya, 46050, Selangor ", 1100 sq. ft., -,2,3," 4,056 ",-,Leasehold,-,-,Fully Furnished, Selangor
1090,/new-property/property/puchong/seri-puteri-hills-condominium/new-5860/,Seri Puteri Hills Condominium,Condominium  ,0,"Bandar Puteri Puchong, Puchong, Selangor ", From 1421 - 1722 sq. ft., 14 acres ,3,4," 4,340 ",Residential,-,Contact for price,-,-, Selangor
1091,/property/cheras/arte-cheras/sale-8487736/,"Arte Cheras, Taman Midah, Cheras",Serviced Residence  , 397000,"Jalan Midah 2, Taman Midah, 56000, Kuala Lumpur ", 868 sq. ft., -,3,2," 1,789 ",-,-,-,-,Partly Furnished, Kuala Lumpur
1092,/property/setapak/kl-traders-square/sale-8331315/,"KL Traders Square, Setapak",Serviced Residence  , 420000,"Jalan Gombak Batu 4, Setapak, 53000, Kuala Lumpur ", 940 sq. ft., -,3+1,2," 1,893 ",-,Freehold,-,-,Unfurnished, Kuala Lumpur
1093,/property/bandar-utama/sale-8472577/,"BU, Bandar Utama",2-sty Terrace/Link House  , 1300000,"BU, 47800, Selangor ", 2000 sq. ft., 1650 ,4,3," 5,859 ",Residential,Freehold,-,-,Partly Furnished, Selangor
1094,/new-property/property/puchong/seri-puteri-hills-town-villa/new-5861/,Seri Puteri Hills Town Villa,Townhouse  ,0,"Bandar Puteri Puchong, Puchong, Selangor ", From 3627 - 7578 sq. ft., 14 acres ,4 - 5,5 - 6," 7,215 ",Residential,-,Contact for price,-,-, Selangor
1095,/property/tropicana/sale-7364206/,"Tropicana Indah Resort Homes, Tropicana",Bungalow | Intermediate  , 4200000,"Jalan PJU 3/1X, Tropicana Indah Resort Homes, 47410, Selangor ", 5500 sq. ft., 6501 ,5+2,6," 18,929 ",Residential,Leasehold,RM 690,-,Partly Furnished, Selangor
1096,/property/tropicana/sale-6585820/,"Tropicana Indah, Tropicana",Bungalow | Corner  , 9000000,"Tropicana Petaling Jaya, Tropicana Indah, 47410, Selangor ", 10000 sq. ft., 14000 ,5+2,10," 40,562 ",Residential,Leasehold,-,-,Fully Furnished, Selangor
1097,/property/kepong/m-luna/sale-8472513/,"M Luna, Kepong",Serviced Residence  , 379890,"Jalan Lingkaran Tengah 2, Kepong, 52100, Kuala Lumpur ", 700 sq. ft., 700 - 1000 ,2,2," 1,712 ",-,-,-,-,Partly Furnished, Kuala Lumpur
1098,/property/sikamat/sale-8066447/,"Seremban, Sikamat, Sri pulai, Sikamat",2-sty Terrace/Link House  , 499800,"Seremban, Sikamat, Sri pulai, Negeri Sembilan ", 1991 sq. ft., 20x75 ,4,3," 2,253 ",Residential,Freehold,-,-,Unfurnished, Negeri Sembilan
1099,/property/seremban/sale-8131287/,"Seremban South, S2, Lukut, Seremban",2-sty Terrace/Link House  , 332000,"Seremban South, S2, Lukut, Negeri Sembilan ", 1946 sq. ft., 22x70 ,4,3," 1,496 ",Residential,Freehold,-,-,Unfurnished, Negeri Sembilan
1100,/property/klcc/chambers/sale-7529360/,"Chambers, KLCC",Serviced Residence  , 800000,"Jalan Putra, KLCC, 50350, Kuala Lumpur ", 908 sq. ft., -,2,2," 3,605 ",Commercial,Freehold,-,-,Partly Furnished, Kuala Lumpur
1101,/property/seremban-2/sale-5689662/,Seremban 2,2-sty Terrace/Link House | Intermediate  , 542000,"Seremban 2, Negeri Sembilan ", 2001 sq. ft., 20x70 ,4,3," 2,443 ",Residential,Freehold,-,-,Unfurnished, Negeri Sembilan
1102,/property/seremban-2/sale-7308180/,Seremban 2,Semi-detached House  , 999000,Negeri Sembilan , 3011 sq. ft., 40x100 ,4,4," 4,502 ",Residential,Freehold,-,-,Unfurnished, Negeri Sembilan
1103,/property/melaka-city/sri-melaka-residensi/sale-7258048/,"Sri Melaka Residensi, Melaka City",Condominium  , 250000,"Jalan Taman Bandar Raya, Melaka City, 75400, Melaka ", 865 sq. ft., -,3,2," 1,127 ",Residential,Leasehold,-,-,Unfurnished, Melaka
1104,/property/petaling-jaya/ryan-miho/sale-7140606/,"Ryan & Miho, PJS 13, Petaling Jaya",Serviced Residence | Corner  , 583096,"Jalan Universiti, PJS 13, 46200, Selangor ", 818 sq. ft., -,3,2," 2,628 ",Commercial,Leasehold,RM 727,-,Partly Furnished, Selangor
1105,/property/ayer-keroh/sale-6775414/,Ayer Keroh,2.5-sty Terrace/Link House  , 548800,Melaka , 3100 sq. ft., 24x77.5 ,6,6," 2,473 ",Residential,Leasehold,-,-,Unfurnished, Melaka
1106,/property/seremban/sale-6103124/,"Taman Sri Pulai, Temiang, Seremban",Semi-detached House  , 780000,"Taman Sri Pulai, Temiang, Negeri Sembilan ", 3008 sq. ft., 40x80 ,4+1,5," 3,515 ",Residential,Freehold,-,-,Unfurnished, Negeri Sembilan
1107,/new-property/property/puchong-south/sierra-6-2-3-storey-superlink/new-5845/,Sierra 6 (2 & 3-Storey Superlink),2 & 3 Sty Terrace/Link House  ,0,"16 Sierra, Puchong South, Selangor ", From 2798 - 4079 sq. ft., 19 Acres ,5 - 7,5 - 7," 5,642 ",Residential,-,Contact for price,-,-, Selangor
1108,/property/taman-melawati/sale-8324667/,"Sunway Rydgeway, Puncak Melawati Villas, Taman Melawati",Semi-detached House  , 2000000,"Sunway Rydgeway, Puncak Melawati Villas, Kuala Lumpur ", 3434 sq. ft., 4285 ,5,5," 9,014 ",Residential,Freehold,-,-,-, Kuala Lumpur
1109,/property/senawang/sale-5946766/,"Seremban South, Senawang, Senawang",2-sty Terrace/Link House | Intermediate  , 468000,"Seremban South, Senawang, Negeri Sembilan ", 2203 sq. ft., 22x75 ,4,3," 2,109 ",Residential,Freehold,-,-,Unfurnished, Negeri Sembilan
1110,/new-property/property/kajang/terresse-2/new-5854/,Terresse 2,2-sty Terrace/Link House  ,0,"Bandar Puteri Bangi, Kajang, Selangor ", From 2406 - 2525 sq. ft., -,4,4," 3,601 ",Residential,-,Contact for price,-,-, Selangor
1111,/property/seremban/sale-5730036/,"Seremban Lake Garden, Klana Height, Seremban",Semi-detached House  , 1040060,"Seremban Lake Garden, Klana Height, Negeri Sembilan ", 3200 sq. ft., 45x80 ,4+1,4," 4,687 ",Residential,Freehold,-,-,Unfurnished, Negeri Sembilan
1112,/property/seremban/sale-6102978/,"forest height, rahang, Seremban",2-sty Terrace/Link House  , 521000,"forest height, rahang, Negeri Sembilan ", 2000 sq. ft., 22x70 ,4,3," 2,348 ",Residential,Freehold,-,-,Unfurnished, Negeri Sembilan
1113,/property/klcc/stonor-3/sale-8315019/,"Stonor 3, KLCC",Condominium  , 1355000,"Lorong Stonor, KLCC, 50450, Kuala Lumpur ", 871 sq. ft., -,2,2," 6,107 ",-,Freehold,-,-,Fully Furnished, Kuala Lumpur
1114,/new-property/property/kajang/the-strata/new-5853/,The Strata,Townhouse  ,0,"Bandar Puteri Bangi, Kajang, Selangor ", From 1539 - 1810 sq. ft., 7 acres ,3,2 - 3," 2,344 ",Residential,-,Contact for price,-,-, Selangor
1115,/property/seremban/sale-7643021/,"Seremban Semi D , Seremban",Semi-detached House  , 1103000,"Seremban Semi D , Negeri Sembilan ", 3528 sq. ft., 5769 ,5+1,5," 4,971 ",Residential,Freehold,-,-,-, Negeri Sembilan
1116,/property/desa-park-city/sale-8472476/,"Adiva, Desa ParkCity",3-sty Terrace/Link House  , 1600000,"Adiva, 52200, Kuala Lumpur ", 1894 sq. ft., -,3+1,3," 7,211 ",Residential,Freehold,RM 101,-,Partly Furnished, Kuala Lumpur
1117,/property/ss-2/sale-8472057/,"SS 2, Petaling Jaya, SS2",2-sty Terrace/Link House | Intermediate  , 1299000,"SS2, SS 2, Kayu, SS2 Square, SS 2, Petaling Jaya, 47300, Selangor ", 2200 sq. ft., 22x70 / 1540 ,5+1,3," 5,854 ",Residential,Freehold,-,-,Partly Furnished, Selangor
1118,/new-property/property/kajang/the-terresse/new-5855/,The Terresse,2-sty Terrace/Link House  ,0,"Bandar Puteri Bangi, Kajang, Selangor ", From 2510 - 2662 sq. ft., 10 acres ,4,4," 3,285 ",Residential,-,Contact for price,-,-, Selangor
1119,/property/ara-damansara/sale-7746722/,"Laman Ara, Ara Damansara",Bungalow  , 3880000,"Laman Ara, Selangor ", 4300 sq. ft., 8000 ,5+1,6," 17,487 ",-,-,-,-,-, Selangor
1120,/property/seremban/sale-8235988/,Seremban,2-sty Terrace/Link House  , 366000,"70200, SEREMBAN, 70200, Negeri Sembilan ", 1621 sq. ft., Malaysia ,4,3," 1,650 ",-,Freehold,-,-,-, Negeri Sembilan
1121,/property/seremban-2/sale-7811902/,"New New Superlink, Seremban 2",2-sty Terrace/Link House  , 660532,"New New Superlink, Negeri Sembilan ", 2820 sq. ft., 24X75 ,4,4," 2,977 ",-,Freehold,-,-,-, Negeri Sembilan
1122,/property/johor-bahru/palm-garden-condominium/sale-7665725/,"Palm Garden Condominium, Johor Bahru",Condominium | Intermediate  , 550000,"Jalan Mariamah, Johor Bahru, 80250, Johor ", -, -,3+1,3," 2,479 ",Residential,Freehold,RM 263,-,Partly Furnished, Johor
1123,/property/johor-bahru/sale-7624141/,"Taman Kebun Teh, Johor Bahru",Semi-detached House  , 880000,"Jalan Ru, Taman Kebun Teh, 80250, Johor ", 1500 sq. ft., 4110 ,6,4," 3,966 ",Residential,Freehold,RM 201,-,Partly Furnished, Johor
1124,/property/ss-2/sale-8224732/,SS2,2-sty Terrace/Link House  , 1150000,"SS2, Selangor ", 1920 sq. ft., 24x80 ,5+1,3," 5,183 ",Residential,Freehold,-,-,Partly Furnished, Selangor
1125,/property/johor-bahru/sale-7623456/,"Taman Tasek, Johor Bahru",2-sty Terrace/Link House | EndLot  , 599000,"Jalan Lembah, Taman Tasek, 80200, Johor ", 2000 sq. ft., 3247 ,4,4," 2,700 ",-,-,RM 154,-,-, Johor
1126,/property/subang-heights/sale-7405949/,"Subang Jaya, Subang Heights, Subang Heights",Bungalow  , 3600000,"Subang Jaya, Subang Heights, 47500, Selangor ", 6380 sq. ft., 6000 ,6+1,7," 16,225 ",Residential,Freehold,-,-,Unknown, Selangor
1127,/property/bukit-kiara/sale-8465080/,"East Residence, Bukit Kiara",2-sty Terrace/Link House  , 2479299,"East Residence, Kuala Lumpur ", 2432 sq. ft., -,0,0," 11,174 ",-,-,-,-,-, Kuala Lumpur
1128,/property/damansara-heights/damansara-city-residency-dc-residensi/sale-8218744/,"Damansara City Residency (DC Residensi), Bukit Damansara, Damansara Heights",Serviced Residence  , 8624511,"Jalan Damanlela, Bukit Damansara, 50490, Kuala Lumpur ", 4478 sq. ft., -,4+1,4," 38,869 ",Residential,Freehold,-,-,Fully Furnished, Kuala Lumpur
1129,/property/johor-bahru/sale-8497303/,Johor Bahru,Bungalow  , 1100000,Johor , 2000 sq. ft., 4321 ,3,3," 4,958 ",Residential,Freehold,-,-,-, Johor
1130,/property/tropicana/sale-6759329/,"Damansara Idaman Villa ,Petaling Jaya, Tropicana",Bungalow | Intermediate  , 5000000,"Jalan PJU 1A/52 Petaling Jaya, Damansara Idaman Villas, Damansara Idaman Villa ,Petaling Jaya, Selangor ", 6000 sq. ft., 8900 ,5+1,6," 22,534 ",Residential,Freehold,-,-,Partly Furnished, Selangor
1131,/new-property/property/puchong-south/zentro-residences/new-5869/,Zentro Residences,Serviced Residence  ,0,"16 Sierra, Puchong South, Selangor ", From 764 - 990 sq. ft., 1.6 acres ,2 - 3,2," 1,638 ",Residential,-,Contact for price,-,-, Selangor
1132,/property/ara-damansara/verde/sale-7257182/,"Verde, Ara Damansara",Serviced Residence | Intermediate  , 920000,"Jalan PJU 1A/20, Ara Damansara, 47301, Selangor ", 1500 sq. ft., -,3,2," 4,146 ",Residential,Freehold,-,-,Partly Furnished, Selangor
1133,/property/ara-damansara/verde/sale-5920528/,"Verde, Ara Damansara",Serviced Residence | Intermediate  , 998000,"Jalan PJU 1A/20, Ara Damansara, 47301, Selangor ", 1650 sq. ft., -,4,3," 4,498 ",Residential,Freehold,-,-,Fully Furnished, Selangor
1134,/new-property/property/iskandar-puteri-nusajaya/serimbun/new-5520/,Serimbun,2 & 3 Sty Terrace/Link House  ,0,"Iskandar Puteri, Iskandar Puteri (Nusajaya), Johor ", From 1933 sq. ft., 20' x 70' ,4,3," 2,839 ",Residential,-,Contact for price,-,-, Johor
1135,/property/subang-jaya/indera-subang/sale-8306932/,"Indera Subang, Subang Jaya",Condominium  , 950000,"Jalan USJ 6/2L, USJ 6, 47610 Subang Jaya, Selangor, Subang Jaya, 47610, Selangor ", 2177 sq. ft., -,4,4," 4,282 ",Residential,Freehold,-,-,Partly Furnished, Selangor
1136,/property/kota-damansara/sale-6847128/,"Casabella Kota Damansara Petaling Jaya, Kota Damansara",Bungalow | Intermediate  , 3200000,"jalan Teknologi 3/11,Petaling Jaya, Tropicana, 47410, Selangor, Casabella Kota Damansara Petaling Jaya, 47810, Selangor ", 5600 sq. ft., 4000 ,6+1,7," 14,422 ",Residential,Leasehold,-,-,Partly Furnished, Selangor
1137,/property/subang-jaya/sale-8273028/,"USJ 2, Subang Jaya",Semi-detached House  , 2600000,"USJ 2, Selangor ", 4000 sq. ft., 7200 ,4,6," 11,718 ",-,Freehold,-,-,Partly Furnished, Selangor
1138,/new-property/property/iskandar-puteri-nusajaya/bayu-angkasa-block-a/new-4870/,Bayu Angkasa (Block A),Apartment  ,0,"Nusa Bayu, Iskandar Puteri (Nusajaya), Johor ", From 810 - 975 sq. ft., -,3,2," 1,843 ",Residential,-,Contact for price,-,-, Johor
1139,/property/bangsar/sale-7246700/," Bangsar Hills, Bangsar",Bungalow | Intermediate  , 9000000,"Bangsar Hill Jalan Medang Serai,  Bangsar Hills, Kuala Lumpur ", 7000 sq. ft., 11539 ,5+1,7," 40,562 ",Residential,Freehold,-,-,Partly Furnished, Kuala Lumpur
1140,/property/desa-park-city/one-central-park/sale-7805973/,"One Central Park, Desa ParkCity",Condominium | Corner  , 2100000,"Jalan Residen 2, Desa Parkcity, 52200, Kuala Lumpur ", 1700 sq. ft., -,3+1,4," 9,464 ",Residential,Freehold,-,-,Partly Furnished, Kuala Lumpur
1141,/property/seremban/sale-7825326/,"FOREST HILLS, Seremban",2-sty Terrace/Link House | Intermediate  , 498000,"FOREST HILLS, Negeri Sembilan ", 2000 sq. ft., 22x70 ,4,3," 2,244 ",Industrial,Freehold,-,-,Unfurnished, Negeri Sembilan
1142,/property/seremban/sale-7972262/,"Taman Seremban South, Seremban",Condominium  , 630000,"Taman Seremban South, Negeri Sembilan ", 3157 sq. ft., 50x80 ,6,4," 2,839 ",Residential,Freehold,-,-,Unfurnished, Negeri Sembilan
1143,/property/kota-kemuning/sale-4957169/,"Eco Sanctuary, Kota Kemuning, Kota Kemuning",Bungalow | Corner  , 1550000,"Regio Villa @ Monterey Jalan Eco Santuari, Eco Sanctuary , 42500, Selangor, Eco Sanctuary, Kota Kemuning, 42500, Selangor ", 2743 sq. ft., 36x85 ,4+1,5," 6,986 ",Residential,Leasehold,-,-,Unfurnished, Selangor
1144,/property/telok-panglima-garang/sale-4818186/,"Perennia , Bandar Rimbayu, Kota Kemuning, Telok Panglima Garang",Semi-detached House | Intermediate  , 720000,"Jalan Flora 3B/1, Perennia , Bandar Rimbayu, Kota Kemuning, 42500, Selangor ", 2260 sq. ft., 22x80 ,4,4," 3,245 ",Residential,Leasehold,-,-,Unfurnished, Selangor
1145,/property/bukit-katil/sale-8471425/,Bukit Katil,2-sty Terrace/Link House | Intermediate  , 290950,Melaka , 1540 sq. ft., -,4,2," 1,311 ",-,-,-,-,-, Melaka
1146,/property/klcc/aria/sale-8354892/,"Aria, KLCC",1-sty Terrace/Link House  , 2050000,"Jalan Tun Razak, KLCC, 50450, Kuala Lumpur ", 1502 sq. ft., -,3,3," 9,239 ",Residential,Freehold,-,-,Fully Furnished, Kuala Lumpur
1147,/property/seremban/sale-8246101/,"Seremban South, Seremban",Condominium | Intermediate  , 330000,"Seremban South, Negeri Sembilan ", 2000 sq. ft., 22x70 ,4,3," 1,487 ",Residential,Freehold,-,-,Unfurnished, Negeri Sembilan
1148,/property/petaling-jaya/sale-8471338/,"SS2, Section 17, Section 19, Petaling Jaya",2-sty Terrace/Link House | Intermediate  , 750000,"SS2, Section 17, Section 19, Selangor ", 1200 sq. ft., 22 x 75 ,4,2," 3,380 ",Residential,Freehold,-,-,Partly Furnished, Selangor
1149,/property/seremban/sale-8363952/,"Teminag, Sri Pulai, Seremban",1-sty Terrace/Link House | Intermediate  , 449000,"Teminag, Sri Pulai, Negeri Sembilan ", 2000 sq. ft., 20x75 ,4,3," 2,024 ",Residential,Freehold,-,-,Unfurnished, Negeri Sembilan
1150,/property/damansara-jaya/sale-8471211/,"Petaling Jaya, Damansara Jaya",2-sty Terrace/Link House | Intermediate  , 3100000,"Petaling Jaya, 47400, Selangor ", 3200 sq. ft., 4188 ,5+1,5," 13,971 ",Residential,Freehold,-,-,Partly Furnished, Selangor
1151,/property/sentul/the-fennel/sale-7321942/,"The Fennel, Sentul Selatan, Sentul",Condominium  , 885000,"Jalan Enam, Sentul Selatan, 51000, Kuala Lumpur ", 1554 sq. ft., -,3+1,4," 3,989 ",Residential,Freehold,-,-,Fully Furnished, Kuala Lumpur
1152,/property/petaling-jaya/uptown-residences/sale-8301570/,"Uptown Residences, Petaling Jaya",Serviced Residence  , 2500000,"Jalan Ss 21/60, Petaling Jaya, 47400, Selangor ", 2503 sq. ft., -,4+1,5," 11,267 ",-,Freehold,-,-,Partly Furnished, Selangor
1153,/property/skudai/sale-8471265/,"Sri Putri Skudai Tun Aminah Perling, Skudai",2-sty Terrace/Link House | Intermediate  , 429000,"Sri Putri Skudai Tun Aminah Perling, 81300, Johor ", 1540 sq. ft., 1540 ,4,3," 1,933 ",Residential,Freehold,-,-,Partly Furnished, Johor
1154,/property/damansara-jaya/sale-5069394/,"Jalan ss22/29, Damansara Jaya, Damansara Jaya",Serviced Residence  , 1400000,"Jalan ss22/29, Damansara Jaya, 47400, Selangor ", 2200 sq. ft., 22x90 ,3+1,3," 6,310 ",Residential,Freehold,-,-,Partly Furnished, Selangor
1155,/property/johor-bahru/sale-7837602/,Johor Bahru,2-sty Terrace/Link House | Intermediate  , 1180000,"Johor Bahru, 80150, Johor ", 2500 sq. ft., 4695 ,5,4," 5,318 ",-,Freehold,RM 230,-,-, Johor
1156,/property/gelang-patah/sale-8207359/,"Leisure farm, Bayou Water Village, Gelang Patah",Semi-detached House | EndLot  , 599000,"Leisure farm, Gelang Patah, Iskandar, Nusajaya,Ledang Heights, Bukit indah, eco village, eco garden, Leisure farm, Bayou Water Village, Johor ", 1840 sq. ft., 1442 ,4,3," 2,700 ",Residential,Freehold,-,-,Fully Furnished, Johor
